image,tile_name,total_pixels,black_pixels,non_black_pixels
16045-11-16110141B01501002,"16045-11-16110141B01501002 [d=2.1991,x=10556,y=10556,w=879,h=879]",480000,480000,0
16045-11-16110141B01501002,"16045-11-16110141B01501002 [d=2.1991,x=10556,y=11435,w=879,h=880]",480000,480000,0
16045-11-16110141B01501002,"16045-11-16110141B01501002 [d=2.1991,x=10556,y=12315,w=879,h=880]",480000,480000,0
16045-11-16110141B01501002,"16045-11-16110141B01501002 [d=2.1991,x=10556,y=13195,w=879,h=879]",480000,480000,0
16045-11-16110141B01501002,"16045-11-16110141B01501002 [d=2.1991,x=10556,y=14074,w=879,h=880]",480000,480000,0
16045-11-16110141B01501002,"16045-11-16110141B01501002 [d=2.1991,x=10556,y=14954,w=879,h=880]",480000,480000,0
16045-11-16110141B01501002,"16045-11-16110141B01501002 [d=2.1991,x=10556,y=15834,w=879,h=879]",480000,479997,3
16045-11-16110141B01501002,"16045-11-16110141B01501002 [d=2.1991,x=10556,y=16713,w=879,h=880]",480000,479997,3
16045-11-16110141B01501002,"16045-11-16110141B01501002 [d=2.1991,x=10556,y=17593,w=879,h=879]",480000,480000,0
16045-11-16110141B01501002,"16045-11-16110141B01501002 [d=2.1991,x=10556,y=18472,w=879,h=880]",480000,480000,0
16045-11-16110141B01501002,"16045-11-16110141B01501002 [d=2.1991,x=10556,y=19352,w=879,h=880]",480000,479997,3
16045-11-16110141B01501002,"16045-11-16110141B01501002 [d=2.1991,x=10556,y=26389,w=879,h=880]",480000,480000,0
16045-11-16110141B01501002,"16045-11-16110141B01501002 [d=2.1991,x=10556,y=27269,w=879,h=879]",480000,480000,0
16045-11-16110141B01501002,"16045-11-16110141B01501002 [d=2.1991,x=10556,y=28148,w=879,h=880]",480000,480000,0
16045-11-16110141B01501002,"16045-11-16110141B01501002 [d=2.1991,x=10556,y=29028,w=879,h=880]",480000,480000,0
16045-11-16110141B01501002,"16045-11-16110141B01501002 [d=2.1991,x=10556,y=29908,w=879,h=879]",480000,480000,0
16045-11-16110141B01501002,"16045-11-16110141B01501002 [d=2.1991,x=10556,y=30787,w=879,h=880]",480000,480000,0
16045-11-16110141B01501002,"16045-11-16110141B01501002 [d=2.1991,x=10556,y=31667,w=879,h=880]",480000,480000,0
16045-11-16110141B01501002,"16045-11-16110141B01501002 [d=2.1991,x=10556,y=32547,w=879,h=879]",480000,479997,3
16045-11-16110141B01501002,"16045-11-16110141B01501002 [d=2.1991,x=10556,y=33426,w=879,h=880]",480000,479994,6
16045-11-16110141B01501002,"16045-11-16110141B01501002 [d=2.1991,x=10556,y=34306,w=879,h=880]",480000,480000,0
16045-11-16110141B01501002,"16045-11-16110141B01501002 [d=2.1991,x=10556,y=35186,w=879,h=879]",480000,480000,0
