image,tile_name,total_pixels,black_pixels,non_black_pixels
64853,"64853 [d=2.1996,x=10558,y=13198,w=880,h=879]",480000,480000,0
64853,"64853 [d=2.1996,x=10558,y=14077,w=880,h=880]",480000,480000,0
64853,"64853 [d=2.1996,x=10558,y=14957,w=880,h=880]",480000,480000,0
64853,"64853 [d=2.1996,x=10558,y=15837,w=880,h=880]",480000,480000,0
64853,"64853 [d=2.1996,x=10558,y=16717,w=880,h=880]",480000,480000,0
64853,"64853 [d=2.1996,x=10558,y=17597,w=880,h=880]",480000,480000,0
64853,"64853 [d=2.1996,x=10558,y=18477,w=880,h=879]",480000,480000,0
64853,"64853 [d=2.1996,x=10558,y=19356,w=880,h=880]",480000,479997,3
64853,"64853 [d=2.1996,x=10558,y=20236,w=880,h=880]",480000,480000,0
64853,"64853 [d=2.1996,x=10558,y=21116,w=880,h=880]",480000,479997,3
64853,"64853 [d=2.1996,x=10558,y=21996,w=880,h=880]",480000,480000,0
64853,"64853 [d=2.1996,x=10558,y=22876,w=880,h=880]",480000,480000,0
64853,"64853 [d=2.1996,x=10558,y=23756,w=880,h=880]",480000,480000,0
64853,"64853 [d=2.1996,x=10558,y=24636,w=880,h=879]",480000,480000,0
64853,"64853 [d=2.1996,x=10558,y=25515,w=880,h=880]",480000,479997,3
64853,"64853 [d=2.1996,x=10558,y=26395,w=880,h=880]",480000,480000,0
64853,"64853 [d=2.1996,x=10558,y=27275,w=880,h=880]",480000,480000,0
64853,"64853 [d=2.1996,x=10558,y=28155,w=880,h=880]",480000,480000,0
64853,"64853 [d=2.1996,x=10558,y=29035,w=880,h=880]",480000,480000,0
64853,"64853 [d=2.1996,x=10558,y=29915,w=880,h=879]",480000,480000,0
64853,"64853 [d=2.1996,x=10558,y=30794,w=880,h=880]",480000,480000,0
64853,"64853 [d=2.1996,x=10558,y=31674,w=880,h=880]",480000,480000,0
64853,"64853 [d=2.1996,x=10558,y=32554,w=880,h=880]",480000,479997,3
64853,"64853 [d=2.1996,x=10558,y=33434,w=880,h=880]",480000,480000,0
64853,"64853 [d=2.1996,x=11438,y=13198,w=880,h=879]",480000,480000,0
64853,"64853 [d=2.1996,x=11438,y=14077,w=880,h=880]",480000,480000,0
64853,"64853 [d=2.1996,x=11438,y=14957,w=880,h=880]",480000,480000,0
64853,"64853 [d=2.1996,x=11438,y=15837,w=880,h=880]",480000,480000,0
64853,"64853 [d=2.1996,x=11438,y=16717,w=880,h=880]",480000,479997,3
64853,"64853 [d=2.1996,x=11438,y=17597,w=880,h=880]",480000,480000,0
64853,"64853 [d=2.1996,x=11438,y=18477,w=880,h=879]",480000,479994,6
64853,"64853 [d=2.1996,x=11438,y=19356,w=880,h=880]",480000,479997,3
64853,"64853 [d=2.1996,x=11438,y=20236,w=880,h=880]",480000,480000,0
64853,"64853 [d=2.1996,x=11438,y=21116,w=880,h=880]",480000,480000,0
64853,"64853 [d=2.1996,x=11438,y=21996,w=880,h=880]",480000,480000,0
64853,"64853 [d=2.1996,x=11438,y=22876,w=880,h=880]",480000,479991,9
64853,"64853 [d=2.1996,x=11438,y=23756,w=880,h=880]",480000,479994,6
64853,"64853 [d=2.1996,x=11438,y=24636,w=880,h=879]",480000,479997,3
