image,tile_name,total_pixels,black_pixels,non_black_pixels
16045-23-16110141B01801002,"16045-23-16110141B01801002 [d=2.1991,x=10556,y=10556,w=879,h=879]",480000,480000,0
16045-23-16110141B01801002,"16045-23-16110141B01801002 [d=2.1991,x=10556,y=11435,w=879,h=880]",480000,480000,0
16045-23-16110141B01801002,"16045-23-16110141B01801002 [d=2.1991,x=10556,y=12315,w=879,h=880]",480000,480000,0
16045-23-16110141B01801002,"16045-23-16110141B01801002 [d=2.1991,x=10556,y=13195,w=879,h=879]",480000,480000,0
16045-23-16110141B01801002,"16045-23-16110141B01801002 [d=2.1991,x=10556,y=14074,w=879,h=880]",480000,480000,0
16045-23-16110141B01801002,"16045-23-16110141B01801002 [d=2.1991,x=10556,y=14954,w=879,h=880]",480000,480000,0
16045-23-16110141B01801002,"16045-23-16110141B01801002 [d=2.1991,x=10556,y=15834,w=879,h=879]",480000,480000,0
16045-23-16110141B01801002,"16045-23-16110141B01801002 [d=2.1991,x=10556,y=16713,w=879,h=880]",480000,480000,0
16045-23-16110141B01801002,"16045-23-16110141B01801002 [d=2.1991,x=10556,y=17593,w=879,h=879]",480000,480000,0
16045-23-16110141B01801002,"16045-23-16110141B01801002 [d=2.1991,x=10556,y=18472,w=879,h=880]",480000,480000,0
16045-23-16110141B01801002,"16045-23-16110141B01801002 [d=2.1991,x=10556,y=19352,w=879,h=880]",480000,480000,0
16045-23-16110141B01801002,"16045-23-16110141B01801002 [d=2.1991,x=10556,y=20232,w=879,h=879]",480000,480000,0
16045-23-16110141B01801002,"16045-23-16110141B01801002 [d=2.1991,x=10556,y=21111,w=879,h=880]",480000,480000,0
16045-23-16110141B01801002,"16045-23-16110141B01801002 [d=2.1991,x=10556,y=21991,w=879,h=880]",480000,480000,0
16045-23-16110141B01801002,"16045-23-16110141B01801002 [d=2.1991,x=10556,y=22871,w=879,h=879]",480000,480000,0
16045-23-16110141B01801002,"16045-23-16110141B01801002 [d=2.1991,x=10556,y=23750,w=879,h=880]",480000,480000,0
16045-23-16110141B01801002,"16045-23-16110141B01801002 [d=2.1991,x=10556,y=24630,w=879,h=880]",480000,480000,0
