image,tile_name,total_pixels,black_pixels,non_black_pixels
64856,"64856 [d=2.1996,x=10558,y=10558,w=880,h=880]",480000,464307,15693
64856,"64856 [d=2.1996,x=10558,y=11438,w=880,h=880]",480000,464175,15825
64856,"64856 [d=2.1996,x=10558,y=12318,w=880,h=880]",480000,470016,9984
64856,"64856 [d=2.1996,x=10558,y=13198,w=880,h=879]",480000,473916,6084
64856,"64856 [d=2.1996,x=10558,y=14077,w=880,h=880]",480000,470883,9117
64856,"64856 [d=2.1996,x=10558,y=14957,w=880,h=880]",480000,461193,18807
64856,"64856 [d=2.1996,x=10558,y=15837,w=880,h=880]",480000,469014,10986
64856,"64856 [d=2.1996,x=10558,y=16717,w=880,h=880]",480000,447411,32589
64856,"64856 [d=2.1996,x=10558,y=17597,w=880,h=880]",480000,464430,15570
64856,"64856 [d=2.1996,x=10558,y=18477,w=880,h=879]",480000,475203,4797
64856,"64856 [d=2.1996,x=10558,y=19356,w=880,h=880]",480000,476685,3315
64856,"64856 [d=2.1996,x=10558,y=20236,w=880,h=880]",480000,479184,816
64856,"64856 [d=2.1996,x=10558,y=21116,w=880,h=880]",480000,479841,159
64856,"64856 [d=2.1996,x=10558,y=5279,w=880,h=880]",480000,479970,30
64856,"64856 [d=2.1996,x=10558,y=6159,w=880,h=880]",480000,443235,36765
64856,"64856 [d=2.1996,x=10558,y=7039,w=880,h=880]",480000,454125,25875
64856,"64856 [d=2.1996,x=10558,y=7919,w=880,h=879]",480000,467598,12402
64856,"64856 [d=2.1996,x=10558,y=8798,w=880,h=880]",480000,462165,17835
64856,"64856 [d=2.1996,x=10558,y=9678,w=880,h=880]",480000,473652,6348
64856,"64856 [d=2.1996,x=11438,y=10558,w=880,h=880]",480000,473604,6396
64856,"64856 [d=2.1996,x=11438,y=11438,w=880,h=880]",480000,461910,18090
64856,"64856 [d=2.1996,x=11438,y=12318,w=880,h=880]",480000,459051,20949
64856,"64856 [d=2.1996,x=11438,y=13198,w=880,h=879]",480000,473229,6771
64856,"64856 [d=2.1996,x=11438,y=14077,w=880,h=880]",480000,473967,6033
64856,"64856 [d=2.1996,x=11438,y=14957,w=880,h=880]",480000,462390,17610
64856,"64856 [d=2.1996,x=11438,y=15837,w=880,h=880]",480000,454089,25911
64856,"64856 [d=2.1996,x=11438,y=16717,w=880,h=880]",480000,453390,26610
64856,"64856 [d=2.1996,x=11438,y=17597,w=880,h=880]",480000,467028,12972
64856,"64856 [d=2.1996,x=11438,y=18477,w=880,h=879]",480000,473316,6684
64856,"64856 [d=2.1996,x=11438,y=19356,w=880,h=880]",480000,467058,12942
64856,"64856 [d=2.1996,x=11438,y=20236,w=880,h=880]",480000,471216,8784
64856,"64856 [d=2.1996,x=11438,y=21116,w=880,h=880]",480000,471111,8889
64856,"64856 [d=2.1996,x=11438,y=21996,w=880,h=880]",480000,479910,90
64856,"64856 [d=2.1996,x=11438,y=5279,w=880,h=880]",480000,477069,2931
