image,tile_name,total_pixels,black_pixels,non_black_pixels
64854,"64854 [d=2.1996,x=10558,y=10558,w=880,h=880]",480000,478758,1242
64854,"64854 [d=2.1996,x=10558,y=11438,w=880,h=880]",480000,479889,111
64854,"64854 [d=2.1996,x=10558,y=12318,w=880,h=880]",480000,479856,144
64854,"64854 [d=2.1996,x=10558,y=13198,w=880,h=879]",480000,479778,222
64854,"64854 [d=2.1996,x=10558,y=14077,w=880,h=880]",480000,479925,75
64854,"64854 [d=2.1996,x=10558,y=14957,w=880,h=880]",480000,479721,279
64854,"64854 [d=2.1996,x=10558,y=15837,w=880,h=880]",480000,479424,576
64854,"64854 [d=2.1996,x=10558,y=16717,w=880,h=880]",480000,478473,1527
64854,"64854 [d=2.1996,x=10558,y=17597,w=880,h=880]",480000,478017,1983
64854,"64854 [d=2.1996,x=10558,y=18477,w=880,h=879]",480000,461886,18114
64854,"64854 [d=2.1996,x=10558,y=19356,w=880,h=880]",480000,476253,3747
64854,"64854 [d=2.1996,x=10558,y=20236,w=880,h=880]",480000,425979,54021
64854,"64854 [d=2.1996,x=10558,y=21116,w=880,h=880]",480000,390108,89892
64854,"64854 [d=2.1996,x=10558,y=21996,w=880,h=880]",480000,296616,183384
64854,"64854 [d=2.1996,x=10558,y=22876,w=880,h=880]",480000,388152,91848
64854,"64854 [d=2.1996,x=10558,y=23756,w=880,h=880]",480000,472860,7140
64854,"64854 [d=2.1996,x=10558,y=7039,w=880,h=880]",480000,479865,135
64854,"64854 [d=2.1996,x=10558,y=7919,w=880,h=879]",480000,479871,129
64854,"64854 [d=2.1996,x=10558,y=8798,w=880,h=880]",480000,479700,300
64854,"64854 [d=2.1996,x=10558,y=9678,w=880,h=880]",480000,479760,240
64854,"64854 [d=2.1996,x=11438,y=10558,w=880,h=880]",480000,479625,375
64854,"64854 [d=2.1996,x=11438,y=11438,w=880,h=880]",480000,480000,0
64854,"64854 [d=2.1996,x=11438,y=12318,w=880,h=880]",480000,479967,33
64854,"64854 [d=2.1996,x=11438,y=13198,w=880,h=879]",480000,479067,933
64854,"64854 [d=2.1996,x=11438,y=14077,w=880,h=880]",480000,479880,120
64854,"64854 [d=2.1996,x=11438,y=14957,w=880,h=880]",480000,479538,462
64854,"64854 [d=2.1996,x=11438,y=15837,w=880,h=880]",480000,479871,129
64854,"64854 [d=2.1996,x=11438,y=16717,w=880,h=880]",480000,479541,459
64854,"64854 [d=2.1996,x=11438,y=17597,w=880,h=880]",480000,479064,936
64854,"64854 [d=2.1996,x=11438,y=18477,w=880,h=879]",480000,471984,8016
64854,"64854 [d=2.1996,x=11438,y=19356,w=880,h=880]",480000,474156,5844
64854,"64854 [d=2.1996,x=11438,y=20236,w=880,h=880]",480000,446616,33384
64854,"64854 [d=2.1996,x=11438,y=21116,w=880,h=880]",480000,459864,20136
64854,"64854 [d=2.1996,x=11438,y=21996,w=880,h=880]",480000,337914,142086
64854,"64854 [d=2.1996,x=11438,y=22876,w=880,h=880]",480000,399087,80913
64854,"64854 [d=2.1996,x=11438,y=23756,w=880,h=880]",480000,423606,56394
64854,"64854 [d=2.1996,x=11438,y=24636,w=880,h=879]",480000,477768,2232
64854,"64854 [d=2.1996,x=11438,y=6159,w=880,h=880]",480000,480000,0
64854,"64854 [d=2.1996,x=11438,y=7039,w=880,h=880]",480000,480000,0
64854,"64854 [d=2.1996,x=11438,y=7919,w=880,h=879]",480000,480000,0
64854,"64854 [d=2.1996,x=11438,y=8798,w=880,h=880]",480000,479916,84
64854,"64854 [d=2.1996,x=11438,y=9678,w=880,h=880]",480000,480000,0
64854,"64854 [d=2.1996,x=12318,y=10558,w=880,h=880]",480000,476709,3291
64854,"64854 [d=2.1996,x=12318,y=11438,w=880,h=880]",480000,479316,684
64854,"64854 [d=2.1996,x=12318,y=12318,w=880,h=880]",480000,479778,222
64854,"64854 [d=2.1996,x=12318,y=13198,w=880,h=879]",480000,479298,702
64854,"64854 [d=2.1996,x=12318,y=14077,w=880,h=880]",480000,479370,630
64854,"64854 [d=2.1996,x=12318,y=14957,w=880,h=880]",480000,478662,1338
64854,"64854 [d=2.1996,x=12318,y=15837,w=880,h=880]",480000,479520,480
64854,"64854 [d=2.1996,x=12318,y=16717,w=880,h=880]",480000,479670,330
64854,"64854 [d=2.1996,x=12318,y=17597,w=880,h=880]",480000,479286,714
64854,"64854 [d=2.1996,x=12318,y=18477,w=880,h=879]",480000,479238,762
64854,"64854 [d=2.1996,x=12318,y=19356,w=880,h=880]",480000,469749,10251
64854,"64854 [d=2.1996,x=12318,y=20236,w=880,h=880]",480000,479307,693
64854,"64854 [d=2.1996,x=12318,y=21116,w=880,h=880]",480000,473493,6507
64854,"64854 [d=2.1996,x=12318,y=21996,w=880,h=880]",480000,404976,75024
64854,"64854 [d=2.1996,x=12318,y=22876,w=880,h=880]",480000,419391,60609
64854,"64854 [d=2.1996,x=12318,y=23756,w=880,h=880]",480000,435195,44805
64854,"64854 [d=2.1996,x=12318,y=24636,w=880,h=879]",480000,458721,21279
64854,"64854 [d=2.1996,x=12318,y=6159,w=880,h=880]",480000,480000,0
64854,"64854 [d=2.1996,x=12318,y=7039,w=880,h=880]",480000,480000,0
64854,"64854 [d=2.1996,x=12318,y=7919,w=880,h=879]",480000,479997,3
64854,"64854 [d=2.1996,x=12318,y=8798,w=880,h=880]",480000,480000,0
64854,"64854 [d=2.1996,x=12318,y=9678,w=880,h=880]",480000,480000,0
64854,"64854 [d=2.1996,x=13198,y=10558,w=879,h=880]",480000,479907,93
64854,"64854 [d=2.1996,x=13198,y=11438,w=879,h=880]",480000,479991,9
64854,"64854 [d=2.1996,x=13198,y=12318,w=879,h=880]",480000,480000,0
