image,tile_name,total_pixels,black_pixels,non_black_pixels
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=10558,y=21116,w=880,h=880]",480000,480000,0
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=10558,y=21996,w=880,h=880]",480000,480000,0
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=10558,y=22876,w=880,h=880]",480000,472071,7929
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=10558,y=23756,w=880,h=880]",480000,471246,8754
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=10558,y=24636,w=880,h=879]",480000,479355,645
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=10558,y=25515,w=880,h=880]",480000,480000,0
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=10558,y=26395,w=880,h=880]",480000,480000,0
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=10558,y=27275,w=880,h=880]",480000,480000,0
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=10558,y=28155,w=880,h=880]",480000,480000,0
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=10558,y=30794,w=880,h=880]",480000,480000,0
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=10558,y=31674,w=880,h=880]",480000,479943,57
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=10558,y=32554,w=880,h=880]",480000,479682,318
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=10558,y=33434,w=880,h=880]",480000,479808,192
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=10558,y=34314,w=880,h=880]",480000,480000,0
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=10558,y=35194,w=880,h=879]",480000,480000,0
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=10558,y=36073,w=880,h=880]",480000,480000,0
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=10558,y=36953,w=880,h=880]",480000,480000,0
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=10558,y=37833,w=880,h=880]",480000,480000,0
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=10558,y=38713,w=880,h=880]",480000,480000,0
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=10558,y=39593,w=880,h=880]",480000,479994,6
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=10558,y=40473,w=880,h=879]",480000,480000,0
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=11438,y=14957,w=880,h=880]",480000,480000,0
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=11438,y=15837,w=880,h=880]",480000,480000,0
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=11438,y=16717,w=880,h=880]",480000,480000,0
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=11438,y=17597,w=880,h=880]",480000,480000,0
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=11438,y=18477,w=880,h=879]",480000,480000,0
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=11438,y=19356,w=880,h=880]",480000,480000,0
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=11438,y=20236,w=880,h=880]",480000,480000,0
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=11438,y=21116,w=880,h=880]",480000,480000,0
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=11438,y=21996,w=880,h=880]",480000,480000,0
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=11438,y=22876,w=880,h=880]",480000,479007,993
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=11438,y=23756,w=880,h=880]",480000,479376,624
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=11438,y=24636,w=880,h=879]",480000,479997,3
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=11438,y=25515,w=880,h=880]",480000,480000,0
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=11438,y=26395,w=880,h=880]",480000,479625,375
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=11438,y=27275,w=880,h=880]",480000,469440,10560
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=11438,y=28155,w=880,h=880]",480000,472506,7494
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=11438,y=29035,w=880,h=880]",480000,480000,0
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=11438,y=29915,w=880,h=879]",480000,480000,0
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=11438,y=30794,w=880,h=880]",480000,480000,0
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=11438,y=31674,w=880,h=880]",480000,480000,0
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=11438,y=32554,w=880,h=880]",480000,480000,0
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=11438,y=33434,w=880,h=880]",480000,480000,0
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=11438,y=34314,w=880,h=880]",480000,480000,0
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=11438,y=35194,w=880,h=879]",480000,479988,12
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=11438,y=36073,w=880,h=880]",480000,480000,0
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=11438,y=36953,w=880,h=880]",480000,480000,0
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=11438,y=37833,w=880,h=880]",480000,480000,0
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=11438,y=38713,w=880,h=880]",480000,480000,0
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=11438,y=39593,w=880,h=880]",480000,480000,0
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=12318,y=13198,w=880,h=879]",480000,480000,0
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=12318,y=14077,w=880,h=880]",480000,480000,0
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=12318,y=14957,w=880,h=880]",480000,480000,0
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=12318,y=15837,w=880,h=880]",480000,480000,0
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=12318,y=16717,w=880,h=880]",480000,480000,0
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=12318,y=17597,w=880,h=880]",480000,480000,0
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=12318,y=18477,w=880,h=879]",480000,480000,0
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=12318,y=19356,w=880,h=880]",480000,479931,69
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=12318,y=20236,w=880,h=880]",480000,480000,0
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=12318,y=21116,w=880,h=880]",480000,479076,924
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=12318,y=21996,w=880,h=880]",480000,464223,15777
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=12318,y=22876,w=880,h=880]",480000,450336,29664
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=12318,y=23756,w=880,h=880]",480000,449499,30501
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=12318,y=24636,w=880,h=879]",480000,468678,11322
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=12318,y=25515,w=880,h=880]",480000,479946,54
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=12318,y=26395,w=880,h=880]",480000,479175,825
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=12318,y=27275,w=880,h=880]",480000,468150,11850
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=12318,y=28155,w=880,h=880]",480000,475725,4275
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=12318,y=29035,w=880,h=880]",480000,479022,978
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=12318,y=29915,w=880,h=879]",480000,480000,0
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=12318,y=30794,w=880,h=880]",480000,479136,864
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=12318,y=31674,w=880,h=880]",480000,479997,3
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=12318,y=32554,w=880,h=880]",480000,480000,0
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=12318,y=33434,w=880,h=880]",480000,480000,0
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=12318,y=34314,w=880,h=880]",480000,480000,0
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=12318,y=35194,w=880,h=879]",480000,480000,0
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=12318,y=36073,w=880,h=880]",480000,480000,0
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=12318,y=36953,w=880,h=880]",480000,480000,0
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=12318,y=37833,w=880,h=880]",480000,480000,0
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=12318,y=38713,w=880,h=880]",480000,480000,0
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=12318,y=39593,w=880,h=880]",480000,480000,0
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=13198,y=12318,w=879,h=880]",480000,480000,0
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=13198,y=13198,w=879,h=879]",480000,480000,0
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=13198,y=14077,w=879,h=880]",480000,480000,0
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=13198,y=14957,w=879,h=880]",480000,480000,0
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=13198,y=15837,w=879,h=880]",480000,480000,0
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=13198,y=16717,w=879,h=880]",480000,480000,0
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=13198,y=17597,w=879,h=880]",480000,480000,0
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=13198,y=18477,w=879,h=879]",480000,473220,6780
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=13198,y=19356,w=879,h=880]",480000,477993,2007
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=13198,y=20236,w=879,h=880]",480000,480000,0
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=13198,y=21116,w=879,h=880]",480000,478818,1182
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=13198,y=21996,w=879,h=880]",480000,476103,3897
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=13198,y=22876,w=879,h=880]",480000,479907,93
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=13198,y=23756,w=879,h=880]",480000,478599,1401
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=13198,y=24636,w=879,h=879]",480000,478215,1785
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=13198,y=25515,w=879,h=880]",480000,467178,12822
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=13198,y=26395,w=879,h=880]",480000,479961,39
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=13198,y=27275,w=879,h=880]",480000,479154,846
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=13198,y=28155,w=879,h=880]",480000,480000,0
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=13198,y=29035,w=879,h=880]",480000,479526,474
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=13198,y=29915,w=879,h=879]",480000,479766,234
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=13198,y=30794,w=879,h=880]",480000,480000,0
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=13198,y=31674,w=879,h=880]",480000,480000,0
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=13198,y=32554,w=879,h=880]",480000,480000,0
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=13198,y=33434,w=879,h=880]",480000,480000,0
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=13198,y=34314,w=879,h=880]",480000,480000,0
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=13198,y=35194,w=879,h=879]",480000,480000,0
16049-6-3301002,"16049-6-3301002 [d=2.1996,x=13198,y=36073,w=879,h=880]",480000,480000,0
