image,tile_name,total_pixels,black_pixels,non_black_pixels
16045-50-16110141B02401002,"16045-50-16110141B02401002 [d=2.1991,x=10556,y=15834,w=879,h=879]",480000,480000,0
16045-50-16110141B02401002,"16045-50-16110141B02401002 [d=2.1991,x=10556,y=16713,w=879,h=880]",480000,480000,0
16045-50-16110141B02401002,"16045-50-16110141B02401002 [d=2.1991,x=10556,y=17593,w=879,h=879]",480000,480000,0
16045-50-16110141B02401002,"16045-50-16110141B02401002 [d=2.1991,x=10556,y=18472,w=879,h=880]",480000,480000,0
16045-50-16110141B02401002,"16045-50-16110141B02401002 [d=2.1991,x=10556,y=19352,w=879,h=880]",480000,480000,0
16045-50-16110141B02401002,"16045-50-16110141B02401002 [d=2.1991,x=10556,y=20232,w=879,h=879]",480000,480000,0
16045-50-16110141B02401002,"16045-50-16110141B02401002 [d=2.1991,x=10556,y=21111,w=879,h=880]",480000,480000,0
16045-50-16110141B02401002,"16045-50-16110141B02401002 [d=2.1991,x=10556,y=21991,w=879,h=880]",480000,480000,0
16045-50-16110141B02401002,"16045-50-16110141B02401002 [d=2.1991,x=10556,y=22871,w=879,h=879]",480000,480000,0
16045-50-16110141B02401002,"16045-50-16110141B02401002 [d=2.1991,x=10556,y=23750,w=879,h=880]",480000,480000,0
16045-50-16110141B02401002,"16045-50-16110141B02401002 [d=2.1991,x=10556,y=24630,w=879,h=880]",480000,480000,0
16045-50-16110141B02401002,"16045-50-16110141B02401002 [d=2.1991,x=10556,y=25510,w=879,h=879]",480000,480000,0
16045-50-16110141B02401002,"16045-50-16110141B02401002 [d=2.1991,x=10556,y=26389,w=879,h=880]",480000,480000,0
16045-50-16110141B02401002,"16045-50-16110141B02401002 [d=2.1991,x=10556,y=27269,w=879,h=879]",480000,480000,0
16045-50-16110141B02401002,"16045-50-16110141B02401002 [d=2.1991,x=10556,y=28148,w=879,h=880]",480000,480000,0
16045-50-16110141B02401002,"16045-50-16110141B02401002 [d=2.1991,x=10556,y=29028,w=879,h=880]",480000,480000,0
16045-50-16110141B02401002,"16045-50-16110141B02401002 [d=2.1991,x=10556,y=29908,w=879,h=879]",480000,480000,0
16045-50-16110141B02401002,"16045-50-16110141B02401002 [d=2.1991,x=10556,y=30787,w=879,h=880]",480000,480000,0
16045-50-16110141B02401002,"16045-50-16110141B02401002 [d=2.1991,x=10556,y=31667,w=879,h=880]",480000,480000,0
16045-50-16110141B02401002,"16045-50-16110141B02401002 [d=2.1991,x=10556,y=32547,w=879,h=879]",480000,480000,0
16045-50-16110141B02401002,"16045-50-16110141B02401002 [d=2.1991,x=10556,y=33426,w=879,h=880]",480000,479997,3
16045-50-16110141B02401002,"16045-50-16110141B02401002 [d=2.1991,x=10556,y=34306,w=879,h=880]",480000,480000,0
16045-50-16110141B02401002,"16045-50-16110141B02401002 [d=2.1991,x=11435,y=15834,w=880,h=879]",480000,480000,0
16045-50-16110141B02401002,"16045-50-16110141B02401002 [d=2.1991,x=11435,y=16713,w=880,h=880]",480000,480000,0
16045-50-16110141B02401002,"16045-50-16110141B02401002 [d=2.1991,x=11435,y=17593,w=880,h=879]",480000,479997,3
16045-50-16110141B02401002,"16045-50-16110141B02401002 [d=2.1991,x=11435,y=18472,w=880,h=880]",480000,480000,0
16045-50-16110141B02401002,"16045-50-16110141B02401002 [d=2.1991,x=11435,y=19352,w=880,h=880]",480000,480000,0
16045-50-16110141B02401002,"16045-50-16110141B02401002 [d=2.1991,x=11435,y=20232,w=880,h=879]",480000,480000,0
16045-50-16110141B02401002,"16045-50-16110141B02401002 [d=2.1991,x=11435,y=21111,w=880,h=880]",480000,480000,0
16045-50-16110141B02401002,"16045-50-16110141B02401002 [d=2.1991,x=11435,y=21991,w=880,h=880]",480000,479997,3
16045-50-16110141B02401002,"16045-50-16110141B02401002 [d=2.1991,x=11435,y=22871,w=880,h=879]",480000,480000,0
16045-50-16110141B02401002,"16045-50-16110141B02401002 [d=2.1991,x=11435,y=23750,w=880,h=880]",480000,480000,0
16045-50-16110141B02401002,"16045-50-16110141B02401002 [d=2.1991,x=11435,y=24630,w=880,h=880]",480000,480000,0
16045-50-16110141B02401002,"16045-50-16110141B02401002 [d=2.1991,x=11435,y=25510,w=880,h=879]",480000,480000,0
