image,tile_name,total_pixels,black_pixels,non_black_pixels
64852,"64852 [d=2.1996,x=0,y=0,w=880,h=880]",480000,480000,0
64852,"64852 [d=2.1996,x=0,y=1760,w=880,h=880]",480000,480000,0
64852,"64852 [d=2.1996,x=0,y=2640,w=880,h=879]",480000,480000,0
64852,"64852 [d=2.1996,x=10558,y=0,w=880,h=880]",480000,480000,0
64852,"64852 [d=2.1996,x=10558,y=1760,w=880,h=880]",480000,480000,0
64852,"64852 [d=2.1996,x=10558,y=19356,w=880,h=880]",480000,480000,0
64852,"64852 [d=2.1996,x=10558,y=20236,w=880,h=880]",480000,480000,0
64852,"64852 [d=2.1996,x=10558,y=21116,w=880,h=880]",480000,480000,0
64852,"64852 [d=2.1996,x=10558,y=21996,w=880,h=880]",480000,480000,0
64852,"64852 [d=2.1996,x=10558,y=22876,w=880,h=880]",480000,480000,0
64852,"64852 [d=2.1996,x=10558,y=23756,w=880,h=880]",480000,480000,0
64852,"64852 [d=2.1996,x=10558,y=24636,w=880,h=879]",480000,480000,0
64852,"64852 [d=2.1996,x=10558,y=26395,w=880,h=880]",480000,480000,0
64852,"64852 [d=2.1996,x=10558,y=27275,w=880,h=880]",480000,480000,0
64852,"64852 [d=2.1996,x=10558,y=28155,w=880,h=880]",480000,480000,0
64852,"64852 [d=2.1996,x=10558,y=29035,w=880,h=880]",480000,480000,0
64852,"64852 [d=2.1996,x=10558,y=29915,w=880,h=879]",480000,480000,0
64852,"64852 [d=2.1996,x=10558,y=30794,w=880,h=880]",480000,480000,0
64852,"64852 [d=2.1996,x=10558,y=31674,w=880,h=880]",480000,480000,0
64852,"64852 [d=2.1996,x=10558,y=32554,w=880,h=880]",480000,480000,0
64852,"64852 [d=2.1996,x=10558,y=33434,w=880,h=880]",480000,480000,0
64852,"64852 [d=2.1996,x=10558,y=34314,w=880,h=880]",480000,480000,0
64852,"64852 [d=2.1996,x=10558,y=35194,w=880,h=879]",480000,480000,0
64852,"64852 [d=2.1996,x=10558,y=36073,w=880,h=880]",480000,480000,0
64852,"64852 [d=2.1996,x=10558,y=36953,w=880,h=880]",480000,480000,0
64852,"64852 [d=2.1996,x=10558,y=37833,w=880,h=880]",480000,480000,0
64852,"64852 [d=2.1996,x=10558,y=38713,w=880,h=880]",480000,480000,0
64852,"64852 [d=2.1996,x=10558,y=39593,w=880,h=880]",480000,480000,0
64852,"64852 [d=2.1996,x=10558,y=40473,w=880,h=879]",480000,480000,0
64852,"64852 [d=2.1996,x=10558,y=41352,w=880,h=880]",480000,480000,0
64852,"64852 [d=2.1996,x=10558,y=880,w=880,h=880]",480000,480000,0
64852,"64852 [d=2.1996,x=11438,y=0,w=880,h=880]",480000,480000,0
64852,"64852 [d=2.1996,x=11438,y=12318,w=880,h=880]",480000,480000,0
64852,"64852 [d=2.1996,x=11438,y=13198,w=880,h=879]",480000,479991,9
64852,"64852 [d=2.1996,x=11438,y=14077,w=880,h=880]",480000,480000,0
64852,"64852 [d=2.1996,x=11438,y=14957,w=880,h=880]",480000,480000,0
64852,"64852 [d=2.1996,x=11438,y=15837,w=880,h=880]",480000,480000,0
64852,"64852 [d=2.1996,x=11438,y=16717,w=880,h=880]",480000,480000,0
64852,"64852 [d=2.1996,x=11438,y=17597,w=880,h=880]",480000,480000,0
64852,"64852 [d=2.1996,x=11438,y=1760,w=880,h=880]",480000,480000,0
64852,"64852 [d=2.1996,x=11438,y=18477,w=880,h=879]",480000,480000,0
64852,"64852 [d=2.1996,x=11438,y=19356,w=880,h=880]",480000,479994,6
64852,"64852 [d=2.1996,x=11438,y=20236,w=880,h=880]",480000,479613,387
64852,"64852 [d=2.1996,x=11438,y=21116,w=880,h=880]",480000,479964,36
64852,"64852 [d=2.1996,x=11438,y=21996,w=880,h=880]",480000,480000,0
64852,"64852 [d=2.1996,x=11438,y=22876,w=880,h=880]",480000,480000,0
64852,"64852 [d=2.1996,x=11438,y=23756,w=880,h=880]",480000,480000,0
64852,"64852 [d=2.1996,x=11438,y=24636,w=880,h=879]",480000,480000,0
64852,"64852 [d=2.1996,x=11438,y=25515,w=880,h=880]",480000,479997,3
64852,"64852 [d=2.1996,x=11438,y=26395,w=880,h=880]",480000,479997,3
64852,"64852 [d=2.1996,x=11438,y=28155,w=880,h=880]",480000,480000,0
64852,"64852 [d=2.1996,x=11438,y=29035,w=880,h=880]",480000,480000,0
64852,"64852 [d=2.1996,x=11438,y=29915,w=880,h=879]",480000,479997,3
64852,"64852 [d=2.1996,x=11438,y=30794,w=880,h=880]",480000,480000,0
64852,"64852 [d=2.1996,x=11438,y=31674,w=880,h=880]",480000,479991,9
64852,"64852 [d=2.1996,x=11438,y=32554,w=880,h=880]",480000,480000,0
64852,"64852 [d=2.1996,x=11438,y=33434,w=880,h=880]",480000,479991,9
64852,"64852 [d=2.1996,x=11438,y=34314,w=880,h=880]",480000,480000,0
64852,"64852 [d=2.1996,x=11438,y=35194,w=880,h=879]",480000,480000,0
64852,"64852 [d=2.1996,x=11438,y=36073,w=880,h=880]",480000,480000,0
64852,"64852 [d=2.1996,x=11438,y=36953,w=880,h=880]",480000,480000,0
64852,"64852 [d=2.1996,x=11438,y=37833,w=880,h=880]",480000,480000,0
64852,"64852 [d=2.1996,x=11438,y=38713,w=880,h=880]",480000,480000,0
64852,"64852 [d=2.1996,x=11438,y=39593,w=880,h=880]",480000,479997,3
64852,"64852 [d=2.1996,x=11438,y=40473,w=880,h=879]",480000,479985,15
64852,"64852 [d=2.1996,x=11438,y=41352,w=880,h=880]",480000,479997,3
64852,"64852 [d=2.1996,x=11438,y=42232,w=880,h=880]",480000,480000,0
64852,"64852 [d=2.1996,x=11438,y=880,w=880,h=880]",480000,480000,0
64852,"64852 [d=2.1996,x=12318,y=0,w=880,h=880]",480000,480000,0
64852,"64852 [d=2.1996,x=12318,y=11438,w=880,h=880]",480000,480000,0
64852,"64852 [d=2.1996,x=12318,y=12318,w=880,h=880]",480000,480000,0
64852,"64852 [d=2.1996,x=12318,y=13198,w=880,h=879]",480000,480000,0
64852,"64852 [d=2.1996,x=12318,y=14077,w=880,h=880]",480000,480000,0
64852,"64852 [d=2.1996,x=12318,y=14957,w=880,h=880]",480000,480000,0
64852,"64852 [d=2.1996,x=12318,y=15837,w=880,h=880]",480000,480000,0
64852,"64852 [d=2.1996,x=12318,y=16717,w=880,h=880]",480000,480000,0
64852,"64852 [d=2.1996,x=12318,y=17597,w=880,h=880]",480000,480000,0
64852,"64852 [d=2.1996,x=12318,y=1760,w=880,h=880]",480000,480000,0
64852,"64852 [d=2.1996,x=12318,y=18477,w=880,h=879]",480000,478503,1497
64852,"64852 [d=2.1996,x=12318,y=19356,w=880,h=880]",480000,475422,4578
64852,"64852 [d=2.1996,x=12318,y=20236,w=880,h=880]",480000,479280,720
64852,"64852 [d=2.1996,x=12318,y=21116,w=880,h=880]",480000,480000,0
64852,"64852 [d=2.1996,x=12318,y=21996,w=880,h=880]",480000,480000,0
64852,"64852 [d=2.1996,x=12318,y=22876,w=880,h=880]",480000,480000,0
64852,"64852 [d=2.1996,x=12318,y=24636,w=880,h=879]",480000,480000,0
64852,"64852 [d=2.1996,x=12318,y=25515,w=880,h=880]",480000,479997,3
64852,"64852 [d=2.1996,x=12318,y=26395,w=880,h=880]",480000,480000,0
64852,"64852 [d=2.1996,x=12318,y=28155,w=880,h=880]",480000,480000,0
64852,"64852 [d=2.1996,x=12318,y=29035,w=880,h=880]",480000,480000,0
64852,"64852 [d=2.1996,x=12318,y=29915,w=880,h=879]",480000,480000,0
64852,"64852 [d=2.1996,x=12318,y=30794,w=880,h=880]",480000,480000,0
64852,"64852 [d=2.1996,x=12318,y=31674,w=880,h=880]",480000,480000,0
64852,"64852 [d=2.1996,x=12318,y=32554,w=880,h=880]",480000,480000,0
64852,"64852 [d=2.1996,x=12318,y=33434,w=880,h=880]",480000,480000,0
64852,"64852 [d=2.1996,x=12318,y=34314,w=880,h=880]",480000,480000,0
64852,"64852 [d=2.1996,x=12318,y=35194,w=880,h=879]",480000,480000,0
64852,"64852 [d=2.1996,x=12318,y=36073,w=880,h=880]",480000,480000,0
64852,"64852 [d=2.1996,x=12318,y=36953,w=880,h=880]",480000,480000,0
64852,"64852 [d=2.1996,x=12318,y=37833,w=880,h=880]",480000,480000,0
64852,"64852 [d=2.1996,x=12318,y=38713,w=880,h=880]",480000,480000,0
64852,"64852 [d=2.1996,x=12318,y=39593,w=880,h=880]",480000,480000,0
64852,"64852 [d=2.1996,x=12318,y=40473,w=880,h=879]",480000,480000,0
64852,"64852 [d=2.1996,x=12318,y=41352,w=880,h=880]",480000,479997,3
64852,"64852 [d=2.1996,x=12318,y=42232,w=880,h=880]",480000,480000,0
64852,"64852 [d=2.1996,x=12318,y=880,w=880,h=880]",480000,480000,0
64852,"64852 [d=2.1996,x=13198,y=0,w=879,h=880]",480000,480000,0
64852,"64852 [d=2.1996,x=13198,y=11438,w=879,h=880]",480000,480000,0
64852,"64852 [d=2.1996,x=13198,y=12318,w=879,h=880]",480000,479997,3
64852,"64852 [d=2.1996,x=13198,y=13198,w=879,h=879]",480000,480000,0
64852,"64852 [d=2.1996,x=13198,y=14077,w=879,h=880]",480000,479994,6
64852,"64852 [d=2.1996,x=13198,y=14957,w=879,h=880]",480000,479967,33
64852,"64852 [d=2.1996,x=13198,y=15837,w=879,h=880]",480000,480000,0
64852,"64852 [d=2.1996,x=13198,y=16717,w=879,h=880]",480000,479994,6
64852,"64852 [d=2.1996,x=13198,y=17597,w=879,h=880]",480000,477447,2553
64852,"64852 [d=2.1996,x=13198,y=1760,w=879,h=880]",480000,480000,0
64852,"64852 [d=2.1996,x=13198,y=18477,w=879,h=879]",480000,477624,2376
64852,"64852 [d=2.1996,x=13198,y=19356,w=879,h=880]",480000,475203,4797
64852,"64852 [d=2.1996,x=13198,y=20236,w=879,h=880]",480000,479766,234
64852,"64852 [d=2.1996,x=13198,y=21116,w=879,h=880]",480000,480000,0
64852,"64852 [d=2.1996,x=13198,y=21996,w=879,h=880]",480000,479988,12
64852,"64852 [d=2.1996,x=13198,y=23756,w=879,h=880]",480000,479997,3
64852,"64852 [d=2.1996,x=13198,y=24636,w=879,h=879]",480000,480000,0
64852,"64852 [d=2.1996,x=13198,y=25515,w=879,h=880]",480000,479976,24
64852,"64852 [d=2.1996,x=13198,y=29035,w=879,h=880]",480000,480000,0
64852,"64852 [d=2.1996,x=13198,y=29915,w=879,h=879]",480000,479997,3
64852,"64852 [d=2.1996,x=13198,y=30794,w=879,h=880]",480000,480000,0
64852,"64852 [d=2.1996,x=13198,y=31674,w=879,h=880]",480000,480000,0
64852,"64852 [d=2.1996,x=13198,y=32554,w=879,h=880]",480000,480000,0
64852,"64852 [d=2.1996,x=13198,y=33434,w=879,h=880]",480000,479997,3
64852,"64852 [d=2.1996,x=13198,y=34314,w=879,h=880]",480000,480000,0
64852,"64852 [d=2.1996,x=13198,y=35194,w=879,h=879]",480000,480000,0
64852,"64852 [d=2.1996,x=13198,y=38713,w=879,h=880]",480000,480000,0
64852,"64852 [d=2.1996,x=13198,y=39593,w=879,h=880]",480000,479994,6
64852,"64852 [d=2.1996,x=13198,y=40473,w=879,h=879]",480000,479994,6
64852,"64852 [d=2.1996,x=13198,y=41352,w=879,h=880]",480000,479997,3
64852,"64852 [d=2.1996,x=13198,y=42232,w=879,h=880]",480000,479994,6
64852,"64852 [d=2.1996,x=14077,y=0,w=880,h=880]",480000,480000,0
64852,"64852 [d=2.1996,x=14077,y=10558,w=880,h=880]",480000,480000,0
64852,"64852 [d=2.1996,x=14077,y=11438,w=880,h=880]",480000,480000,0
