image,tile_name,total_pixels,black_pixels,non_black_pixels
16045-2-16110141B00901002,"16045-2-16110141B00901002 [d=2.1991,x=0,y=1759,w=880,h=880]",480000,480000,0
16045-2-16110141B00901002,"16045-2-16110141B00901002 [d=2.1991,x=10556,y=1759,w=879,h=880]",480000,480000,0
16045-2-16110141B00901002,"16045-2-16110141B00901002 [d=2.1991,x=10556,y=21111,w=879,h=880]",480000,480000,0
16045-2-16110141B00901002,"16045-2-16110141B00901002 [d=2.1991,x=10556,y=21991,w=879,h=880]",480000,480000,0
16045-2-16110141B00901002,"16045-2-16110141B00901002 [d=2.1991,x=10556,y=22871,w=879,h=879]",480000,480000,0
16045-2-16110141B00901002,"16045-2-16110141B00901002 [d=2.1991,x=10556,y=23750,w=879,h=880]",480000,480000,0
16045-2-16110141B00901002,"16045-2-16110141B00901002 [d=2.1991,x=10556,y=24630,w=879,h=880]",480000,480000,0
16045-2-16110141B00901002,"16045-2-16110141B00901002 [d=2.1991,x=10556,y=25510,w=879,h=879]",480000,480000,0
16045-2-16110141B00901002,"16045-2-16110141B00901002 [d=2.1991,x=10556,y=26389,w=879,h=880]",480000,480000,0
16045-2-16110141B00901002,"16045-2-16110141B00901002 [d=2.1991,x=10556,y=27269,w=879,h=879]",480000,480000,0
16045-2-16110141B00901002,"16045-2-16110141B00901002 [d=2.1991,x=10556,y=28148,w=879,h=880]",480000,479982,18
16045-2-16110141B00901002,"16045-2-16110141B00901002 [d=2.1991,x=10556,y=29028,w=879,h=880]",480000,480000,0
16045-2-16110141B00901002,"16045-2-16110141B00901002 [d=2.1991,x=10556,y=29908,w=879,h=879]",480000,480000,0
16045-2-16110141B00901002,"16045-2-16110141B00901002 [d=2.1991,x=10556,y=36065,w=879,h=880]",480000,480000,0
16045-2-16110141B00901002,"16045-2-16110141B00901002 [d=2.1991,x=10556,y=36945,w=879,h=880]",480000,480000,0
16045-2-16110141B00901002,"16045-2-16110141B00901002 [d=2.1991,x=10556,y=39584,w=879,h=879]",480000,480000,0
16045-2-16110141B00901002,"16045-2-16110141B00901002 [d=2.1991,x=10556,y=40463,w=879,h=880]",480000,479985,15
16045-2-16110141B00901002,"16045-2-16110141B00901002 [d=2.1991,x=11435,y=1759,w=880,h=880]",480000,480000,0
16045-2-16110141B00901002,"16045-2-16110141B00901002 [d=2.1991,x=11435,y=21111,w=880,h=880]",480000,480000,0
