image,tile_name,total_pixels,black_pixels,non_black_pixels
16049-2-3101002,"16049-2-3101002 [d=2.1996,x=0,y=0,w=880,h=880]",480000,480000,0
16049-2-3101002,"16049-2-3101002 [d=2.1996,x=10558,y=0,w=880,h=880]",480000,480000,0
16049-2-3101002,"16049-2-3101002 [d=2.1996,x=10558,y=29035,w=880,h=880]",480000,480000,0
16049-2-3101002,"16049-2-3101002 [d=2.1996,x=10558,y=29915,w=880,h=879]",480000,480000,0
16049-2-3101002,"16049-2-3101002 [d=2.1996,x=10558,y=30794,w=880,h=880]",480000,480000,0
16049-2-3101002,"16049-2-3101002 [d=2.1996,x=10558,y=31674,w=880,h=880]",480000,480000,0
16049-2-3101002,"16049-2-3101002 [d=2.1996,x=10558,y=32554,w=880,h=880]",480000,480000,0
16049-2-3101002,"16049-2-3101002 [d=2.1996,x=10558,y=33434,w=880,h=880]",480000,480000,0
16049-2-3101002,"16049-2-3101002 [d=2.1996,x=10558,y=34314,w=880,h=880]",480000,480000,0
16049-2-3101002,"16049-2-3101002 [d=2.1996,x=10558,y=35194,w=880,h=879]",480000,480000,0
16049-2-3101002,"16049-2-3101002 [d=2.1996,x=10558,y=36953,w=880,h=880]",480000,480000,0
16049-2-3101002,"16049-2-3101002 [d=2.1996,x=10558,y=37833,w=880,h=880]",480000,480000,0
16049-2-3101002,"16049-2-3101002 [d=2.1996,x=10558,y=38713,w=880,h=880]",480000,480000,0
16049-2-3101002,"16049-2-3101002 [d=2.1996,x=10558,y=39593,w=880,h=880]",480000,480000,0
16049-2-3101002,"16049-2-3101002 [d=2.1996,x=10558,y=880,w=880,h=880]",480000,480000,0
16049-2-3101002,"16049-2-3101002 [d=2.1996,x=11438,y=0,w=880,h=880]",480000,480000,0
16049-2-3101002,"16049-2-3101002 [d=2.1996,x=11438,y=21116,w=880,h=880]",480000,480000,0
16049-2-3101002,"16049-2-3101002 [d=2.1996,x=11438,y=21996,w=880,h=880]",480000,480000,0
16049-2-3101002,"16049-2-3101002 [d=2.1996,x=11438,y=22876,w=880,h=880]",480000,480000,0
16049-2-3101002,"16049-2-3101002 [d=2.1996,x=11438,y=23756,w=880,h=880]",480000,480000,0
16049-2-3101002,"16049-2-3101002 [d=2.1996,x=11438,y=24636,w=880,h=879]",480000,480000,0
16049-2-3101002,"16049-2-3101002 [d=2.1996,x=11438,y=25515,w=880,h=880]",480000,480000,0
16049-2-3101002,"16049-2-3101002 [d=2.1996,x=11438,y=26395,w=880,h=880]",480000,480000,0
16049-2-3101002,"16049-2-3101002 [d=2.1996,x=11438,y=29035,w=880,h=880]",480000,480000,0
16049-2-3101002,"16049-2-3101002 [d=2.1996,x=11438,y=29915,w=880,h=879]",480000,480000,0
16049-2-3101002,"16049-2-3101002 [d=2.1996,x=11438,y=30794,w=880,h=880]",480000,480000,0
16049-2-3101002,"16049-2-3101002 [d=2.1996,x=11438,y=31674,w=880,h=880]",480000,480000,0
